R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR.,B_SIG_STR.,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR.,B_TOTAL_STR.,R_TD,B_TD,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL,B_CTRL,R_HEAD,B_HEAD,R_BODY,B_BODY,R_LEG,B_LEG,R_DISTANCE,B_DISTANCE,R_CLINCH,B_CLINCH,R_GROUND,B_GROUND,win_by,last_round,last_round_time,Format,Referee,date,location,Fight_type,Winner,R_Stance,R_DOB,SLpM_x,Str_Acc_x,SApM_x,Str_Def_x,TD_Avg_x,TD_Acc_x,TD_Def_x,Sub_Avg_x,R_Height_cms,R_Weight_lbs,R_Reach_cms,B_Stance,B_DOB,SLpM_y,Str_Acc_y,SApM_y,Str_Def_y,TD_Avg_y,TD_Acc_y,TD_Def_y,Sub_Avg_y,B_Height_cms,B_Weight_lbs,B_Reach_cms
Edson Barboza,Paul Felder,0,0,64 of 135,47 of 150,47%,31%,64 of 135,50 of 153,0 of 1,0 of 1,0%,0%,0,0,0,0,0:00,0:18,19 of 78,22 of 114,22 of 29,9 of 15,23 of 28,16 of 21,64 of 135,45 of 147,0 of 0,2 of 3,0 of 0,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Robert Madrigal,"July 25, 2015","Chicago, Illinois, USA",Lightweight Bout,Edson Barboza,Orthodox,"Jan 21, 1986",3.98,43%,4.03,60%,0.44,44%,78%,0.1,180.34,145.0,190.5,Orthodox,"Apr 25, 1984",3.7,44%,3.44,48%,0.29,28%,64%,0.2,180.34,155.0,177.8
Joe Lauzon,Takanori Gomi,0,0,15 of 26,7 of 24,57%,29%,25 of 39,7 of 24,1 of 1,0 of 0,100%,---,0,0,0,0,1:07,0:00,15 of 26,2 of 16,0 of 0,5 of 8,0 of 0,0 of 0,4 of 15,7 of 24,0 of 0,0 of 0,11 of 11,0 of 0,KO/TKO,1,2:37,3 Rnd (5-5-5),Herb Dean,"July 25, 2015","Chicago, Illinois, USA",Lightweight Bout,Joe Lauzon,Orthodox,"May 22, 1984",2.84,39%,5.39,54%,2.39,45%,54%,2.0,177.8,155.0,180.34,Southpaw,"Sep 22, 1978",3.81,41%,3.52,60%,1.23,65%,63%,0.8,170.18,155.0,177.8
Jim Miller,Danny Castillo,0,0,45 of 110,35 of 103,40%,33%,61 of 127,51 of 120,2 of 3,0 of 6,66%,0%,0,0,0,0,2:10,2:20,21 of 78,22 of 82,8 of 14,5 of 11,16 of 18,8 of 10,42 of 103,33 of 98,1 of 5,0 of 2,2 of 2,2 of 3,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,"July 25, 2015","Chicago, Illinois, USA",Lightweight Bout,Jim Miller,Southpaw,"Aug 30, 1983",2.73,40%,2.99,59%,1.69,43%,46%,1.9,172.72,155.0,180.34,Orthodox,"Aug 25, 1979",2.57,42%,1.96,62%,2.95,38%,63%,0.2,175.26,155.0,180.34
Gian Villante,Tom Lawlor,0,1,31 of 64,22 of 52,48%,42%,31 of 64,25 of 55,1 of 1,0 of 1,100%,0%,0,0,0,0,0:03,0:03,18 of 48,17 of 47,4 of 7,3 of 3,9 of 9,2 of 2,29 of 61,21 of 49,2 of 3,1 of 3,0 of 0,0 of 0,KO/TKO,2,0:27,3 Rnd (5-5-5),Robert Madrigal,"July 25, 2015","Chicago, Illinois, USA",Light Heavyweight Bout,Tom Lawlor,Orthodox,"Aug 18, 1985",4.39,43%,5.48,55%,0.46,23%,83%,0.0,190.5,230.0,193.04,Southpaw,"May 15, 1983",2.5,42%,2.41,60%,2.46,32%,57%,1.4,182.88,205.0,187.96
Eddie Wineland,Bryan Caraway,0,0,52 of 180,61 of 190,28%,32%,58 of 186,72 of 206,0 of 1,0 of 12,0%,0%,0,0,0,0,0:03,1:13,38 of 157,51 of 176,9 of 18,5 of 9,5 of 5,5 of 5,48 of 172,51 of 173,4 of 8,10 of 17,0 of 0,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,"July 25, 2015","Chicago, Illinois, USA",Bantamweight Bout,Bryan Caraway,Orthodox,"Jun 26, 1984",3.4,29%,3.66,69%,0.34,33%,86%,0.1,170.18,135.0,175.26,Orthodox,"Aug 04, 1984",2.53,34%,3.61,54%,2.57,25%,80%,0.8,172.72,135.0,172.72
TJ Dillashaw,Renan Barao,0,0,117 of 212,62 of 181,55%,34%,170 of 273,65 of 185,0 of 5,0 of 5,0%,0%,0,0,0,0,5:37,0:09,84 of 172,31 of 129,19 of 22,19 of 37,14 of 18,12 of 15,93 of 179,50 of 155,23 of 32,12 of 26,1 of 1,0 of 0,KO/TKO,4,0:35,5 Rnd (5-5-5-5-5),Herb Dean,"July 25, 2015","Chicago, Illinois, USA",UFC Bantamweight Title Bout,TJ Dillashaw,Orthodox,"Feb 07, 1986",5.37,41%,3.03,65%,1.68,37%,86%,1.0,167.64000000000001,125.0,170.18,Orthodox,"Jan 31, 1987",3.78,36%,3.9,57%,1.49,41%,91%,0.5,167.64000000000001,145.0,177.8
Kenny Robertson,Ben Saunders,1,0,91 of 186,98 of 204,48%,48%,98 of 195,172 of 284,2 of 3,0 of 0,66%,---,0,0,0,0,6:19,0:00,65 of 156,61 of 147,7 of 10,30 of 50,19 of 20,7 of 7,74 of 156,73 of 164,15 of 23,16 of 28,2 of 7,9 of 12,Decision - Split,3,5:00,3 Rnd (5-5-5),Otto Torriero,"July 25, 2015","Chicago, Illinois, USA",Welterweight Bout,Ben Saunders,Orthodox,"Feb 14, 1984",3.72,47%,3.02,52%,1.37,26%,57%,0.8,177.8,170.0,187.96,Orthodox,"Apr 13, 1983",3.23,50%,3.58,51%,0.2,40%,66%,1.3,187.96,170.0,195.58
Miesha Tate,Jessica Eye,1,0,58 of 122,56 of 143,47%,39%,84 of 148,81 of 168,1 of 4,0 of 0,25%,---,2,0,0,0,6:08,0:06,38 of 100,38 of 121,15 of 17,2 of 4,5 of 5,16 of 18,36 of 96,48 of 131,2 of 3,8 of 12,20 of 23,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,"July 25, 2015","Chicago, Illinois, USA",Women's Bantamweight Bout,Miesha Tate,Orthodox,"Aug 18, 1986",1.93,41%,2.71,50%,2.06,31%,52%,1.6,167.64000000000001,135.0,167.64000000000001,Orthodox,"Jul 27, 1986",3.76,37%,4.01,55%,0.45,40%,57%,0.5,167.64000000000001,125.0,167.64000000000001
Daron Cruickshank,James Krause,0,0,6 of 19,10 of 15,31%,66%,6 of 19,10 of 15,0 of 0,1 of 1,---,100%,0,1,0,0,0:03,0:10,3 of 15,5 of 10,3 of 4,3 of 3,0 of 0,2 of 2,5 of 18,9 of 14,1 of 1,1 of 1,0 of 0,0 of 0,Submission,1,1:27,3 Rnd (5-5-5),Robert Madrigal,"July 25, 2015","Chicago, Illinois, USA",Lightweight Bout,James Krause,Switch,"Jun 11, 1985",2.88,38%,2.98,57%,2.04,41%,60%,0.2,172.72,155.0,182.88,Orthodox,"Jun 04, 1986",4.79,49%,4.11,61%,0.96,18%,59%,0.9,187.96,170.0,185.42000000000002
Zak Cummings,Dominique Steele,1,0,14 of 30,2 of 2,46%,100%,16 of 33,2 of 2,0 of 0,0 of 0,---,---,0,0,0,0,0:01,0:00,14 of 30,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0,2 of 6,2 of 2,12 of 24,0 of 0,0 of 0,0 of 0,KO/TKO,1,0:43,3 Rnd (5-5-5),Otto Torriero,"July 25, 2015","Chicago, Illinois, USA",Middleweight Bout,Zak Cummings,Southpaw,"Aug 02, 1984",2.58,32%,2.83,55%,0.68,28%,65%,0.7,182.88,185.0,190.5,Orthodox,"Jan 27, 1988",2.32,49%,2.42,50%,2.95,42%,76%,0.0,177.8,170.0,187.96
Jessamyn Duke,Elizabeth Phillips,0,0,36 of 80,49 of 101,45%,48%,54 of 99,83 of 140,2 of 3,2 of 4,66%,50%,3,1,2,0,3:19,6:41,27 of 68,43 of 93,7 of 10,3 of 4,2 of 2,3 of 4,27 of 64,34 of 77,8 of 14,1 of 3,1 of 2,14 of 21,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"July 25, 2015","Chicago, Illinois, USA",Women's Bantamweight Bout,Elizabeth Phillips,Orthodox,"Jun 24, 1986",4.83,53%,4.43,57%,1.27,36%,50%,1.9,180.34,135.0,185.42000000000002,Orthodox,"Aug 20, 1986",2.6,33%,3.07,58%,0.75,25%,53%,0.2,167.64000000000001,135.0,165.1
Ramsey Nijem,Andrew Holbrook,0,0,29 of 63,20 of 39,46%,51%,76 of 120,73 of 99,6 of 6,0 of 3,100%,0%,0,2,0,1,8:38,3:23,24 of 56,13 of 30,5 of 7,4 of 6,0 of 0,3 of 3,8 of 25,2 of 13,13 of 22,8 of 14,8 of 16,10 of 12,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,"July 25, 2015","Chicago, Illinois, USA",Lightweight Bout,Andrew Holbrook,Orthodox,"Apr 01, 1988",3.05,44%,1.62,62%,5.32,62%,55%,1.1,180.34,155.0,190.5,Southpaw,"Feb 06, 1986",2.2,49%,3.0,54%,0.85,18%,10%,2.1,180.34,155.0,177.8
Leon Edwards,Pawel Pawlak,1,0,36 of 71,24 of 78,50%,30%,73 of 110,65 of 120,0 of 4,0 of 4,0%,0%,0,0,0,0,7:03,0:20,28 of 60,10 of 58,6 of 9,12 of 18,2 of 2,2 of 2,23 of 54,20 of 69,3 of 5,4 of 8,10 of 12,0 of 1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,"July 18, 2015","Glasgow, Scotland, United Kingdom",Welterweight Bout,Leon Edwards,Southpaw,"Aug 25, 1991",2.56,47%,2.03,55%,1.35,30%,70%,0.4,187.96,170.0,187.96,Orthodox,"Feb 08, 1989",1.67,33%,2.22,53%,1.0,37%,70%,0.0,182.88,170.0,185.42000000000002
Joanne Calderwood,Cortney Casey,1,0,90 of 140,57 of 92,64%,61%,227 of 303,106 of 147,3 of 4,0 of 0,75%,---,0,0,0,0,10:47,0:00,57 of 99,49 of 83,16 of 22,4 of 5,17 of 19,4 of 4,55 of 83,39 of 66,21 of 30,9 of 14,14 of 27,9 of 12,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Grant Waterman,"July 18, 2015","Glasgow, Scotland, United Kingdom",Women's Strawweight Bout,Joanne Calderwood,Orthodox,"Dec 23, 1985",6.59,49%,4.4,53%,1.8,55%,58%,0.5,167.64000000000001,125.0,165.1,Orthodox,"May 05, 1987",4.33,38%,4.19,52%,0.28,27%,38%,0.6,170.18,125.0,170.18
Joe Duffy,Ivan Jorge,0,0,8 of 29,7 of 15,27%,46%,10 of 31,13 of 23,0 of 0,0 of 2,---,0%,1,0,0,0,0:00,1:09,5 of 26,4 of 10,2 of 2,1 of 3,1 of 1,2 of 2,6 of 26,4 of 10,2 of 3,3 of 5,0 of 0,0 of 0,Submission,1,3:05,3 Rnd (5-5-5),Neil Hall,"July 18, 2015","Glasgow, Scotland, United Kingdom",Lightweight Bout,Joe Duffy,Orthodox,"Feb 18, 1988",2.68,34%,3.78,54%,0.96,66%,64%,0.7,177.8,155.0,185.42000000000002,Orthodox,"Nov 07, 1980",3.41,49%,2.91,59%,1.56,16%,75%,0.6,175.26,155.0,185.42000000000002
Ross Pearson,Evan Dunham,0,0,16 of 28,26 of 48,57%,54%,47 of 67,88 of 119,0 of 0,5 of 13,---,38%,0,1,0,0,0:10,11:00,10 of 20,19 of 39,5 of 7,1 of 2,1 of 1,6 of 7,6 of 16,7 of 23,8 of 10,9 of 13,2 of 2,10 of 12,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"July 18, 2015","Glasgow, Scotland, United Kingdom",Lightweight Bout,Evan Dunham,Orthodox,"Sep 26, 1984",3.68,40%,4.09,62%,0.74,35%,75%,0.0,172.72,155.0,175.26,Southpaw,"Dec 18, 1981",5.33,39%,3.54,61%,1.82,33%,79%,1.0,177.8,155.0,177.8
Paddy Holohan,Vaughan Lee,0,0,28 of 75,27 of 51,37%,52%,60 of 108,52 of 79,1 of 3,0 of 0,33%,---,2,1,1,0,7:52,1:12,18 of 48,19 of 41,9 of 22,4 of 5,1 of 5,4 of 5,22 of 69,16 of 34,0 of 0,1 of 1,6 of 6,10 of 16,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Hall,"July 18, 2015","Glasgow, Scotland, United Kingdom",Flyweight Bout,Paddy Holohan,Orthodox,"May 03, 1988",2.13,46%,2.81,46%,2.88,47%,71%,1.3,177.8,125.0,175.26,Orthodox,"Oct 15, 1982",3.47,47%,2.07,70%,0.81,33%,72%,1.0,167.64000000000001,125.0,167.64000000000001
Michael Bisping,Thales Leites,0,0,115 of 277,79 of 194,41%,40%,117 of 281,80 of 197,0 of 0,1 of 4,---,25%,0,0,0,0,0:35,0:58,73 of 229,49 of 156,6 of 10,9 of 15,36 of 38,21 of 23,108 of 270,73 of 179,5 of 5,6 of 15,2 of 2,0 of 0,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Leon Roberts,"July 18, 2015","Glasgow, Scotland, United Kingdom",Middleweight Bout,Michael Bisping,Orthodox,"Feb 28, 1979",4.33,38%,2.71,65%,1.05,43%,63%,0.3,185.42000000000002,185.0,190.5,Orthodox,"Sep 06, 1981",2.13,40%,2.99,52%,2.1,27%,30%,1.1,185.42000000000002,185.0,198.12
Stevie Ray,Leonardo Mafra,1,0,19 of 41,23 of 40,46%,57%,19 of 41,24 of 41,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,16 of 35,8 of 19,1 of 4,3 of 7,2 of 2,12 of 14,15 of 35,22 of 37,1 of 2,1 of 3,3 of 4,0 of 0,KO/TKO,1,2:30,3 Rnd (5-5-5),Marc Goddard,"July 18, 2015","Glasgow, Scotland, United Kingdom",Lightweight Bout,Stevie Ray,Southpaw,"Mar 25, 1990",3.73,44%,2.93,54%,0.75,46%,55%,0.6,177.8,155.0,177.8,Orthodox,"Apr 25, 1989",4.55,48%,4.38,43%,2.12,83%,69%,0.4,177.8,155.0,177.8
Mickael Lebout,Teemu Packalen,0,0,43 of 85,35 of 61,50%,57%,68 of 112,41 of 70,0 of 1,3 of 11,0%,27%,0,1,2,0,6:53,3:14,24 of 61,28 of 54,10 of 12,6 of 6,9 of 12,1 of 1,32 of 69,28 of 49,0 of 0,0 of 1,11 of 16,7 of 11,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,"July 18, 2015","Glasgow, Scotland, United Kingdom",Lightweight Bout,Mickael Lebout,Orthodox,"Aug 16, 1987",2.6,34%,2.98,54%,0.0,0%,60%,0.0,180.34,155.0,185.42000000000002,Orthodox,"May 22, 1987",2.57,54%,3.91,47%,2.31,25%,100%,1.5,185.42000000000002,155.0,190.5
Daniel Omielanczuk,Chris de la Rocha,1,0,15 of 20,1 of 12,75%,8%,15 of 20,1 of 12,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:02,14 of 19,1 of 11,0 of 0,0 of 0,1 of 1,0 of 1,14 of 18,1 of 12,0 of 0,0 of 0,1 of 2,0 of 0,KO/TKO,1,0:48,3 Rnd (5-5-5),Grant Waterman,"July 18, 2015","Glasgow, Scotland, United Kingdom",Heavyweight Bout,Daniel Omielanczuk,Southpaw,"Aug 31, 1982",3.09,57%,3.29,47%,0.56,26%,68%,0.1,182.88,247.0,187.96,Orthodox,"May 15, 1979",4.08,45%,6.37,43%,2.02,30%,33%,1.0,190.5,250.0,203.2
Marcus Brimage,Jimmie Rivera,0,1,9 of 17,15 of 27,52%,55%,9 of 17,15 of 27,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:01,4 of 12,10 of 20,4 of 4,3 of 5,1 of 1,2 of 2,9 of 17,14 of 26,0 of 0,0 of 0,0 of 0,1 of 1,KO/TKO,1,1:29,3 Rnd (5-5-5),Neil Hall,"July 18, 2015","Glasgow, Scotland, United Kingdom",Bantamweight Bout,Jimmie Rivera,Southpaw,"Apr 06, 1985",3.97,35%,3.64,56%,0.56,100%,80%,0.0,162.56,135.0,180.34,Orthodox,"Jun 29, 1989",4.03,40%,3.9,60%,0.88,27%,92%,0.1,162.56,135.0,172.72
Sam Sicilia,Yaotzin Meza,0,0,12 of 41,18 of 37,29%,48%,33 of 66,39 of 60,2 of 2,1 of 9,100%,11%,4,1,0,0,8:26,1:30,10 of 35,10 of 25,1 of 5,3 of 3,1 of 1,5 of 9,3 of 27,16 of 35,3 of 7,2 of 2,6 of 7,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,"July 15, 2015","San Diego, California, USA",Featherweight Bout,Sam Sicilia,Orthodox,"Feb 01, 1986",2.46,33%,3.55,59%,1.45,43%,70%,0.9,172.72,145.0,170.18,Orthodox,"Feb 04, 1981",1.43,41%,1.62,64%,1.06,20%,18%,1.4,175.26,145.0,180.34
Alan Jouban,Matt Dwyer,1,1,51 of 104,29 of 117,49%,24%,63 of 116,34 of 122,1 of 1,0 of 1,100%,0%,0,0,0,0,2:53,0:14,31 of 73,23 of 98,11 of 18,4 of 15,9 of 13,2 of 4,36 of 74,22 of 101,7 of 15,6 of 11,8 of 15,1 of 5,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"July 15, 2015","San Diego, California, USA",Welterweight Bout,Alan Jouban,Southpaw,"Nov 25, 1981",5.67,50%,3.77,60%,0.51,44%,58%,0.3,182.88,170.0,185.42000000000002,Orthodox,"Dec 17, 1989",2.57,34%,3.24,54%,0.44,10%,60%,0.0,193.04,170.0,193.04
Jessica Andrade,Sarah Moras,0,0,50 of 90,18 of 56,55%,32%,158 of 206,23 of 61,3 of 4,0 of 8,75%,0%,0,1,0,0,9:07,0:39,36 of 74,16 of 52,9 of 11,0 of 1,5 of 5,2 of 3,17 of 46,15 of 52,0 of 0,3 of 4,33 of 44,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,"July 15, 2015","San Diego, California, USA",Women's Bantamweight Bout,Jessica Andrade,Orthodox,"Sep 25, 1991",6.38,49%,5.26,53%,3.11,57%,76%,0.4,154.94,115.0,157.48,Orthodox,"Apr 30, 1988",2.28,34%,3.58,50%,0.67,21%,33%,0.8,170.18,135.0,170.18
Kevin Lee,James Moontasri,0,0,9 of 28,6 of 18,32%,33%,9 of 28,6 of 18,1 of 2,0 of 0,50%,---,1,0,0,0,1:08,0:06,4 of 20,1 of 12,5 of 8,1 of 2,0 of 0,4 of 4,8 of 27,6 of 18,1 of 1,0 of 0,0 of 0,0 of 0,Submission,1,2:56,3 Rnd (5-5-5),John McCarthy,"July 15, 2015","San Diego, California, USA",Lightweight Bout,Kevin Lee,Orthodox,"Sep 04, 1992",3.9,42%,3.23,51%,3.21,43%,75%,0.8,175.26,170.0,195.58,Switch,"Apr 10, 1988",2.39,48%,3.86,40%,0.0,0%,79%,0.2,177.8,170.0,180.34
Josh Thomson,Tony Ferguson,0,1,33 of 100,83 of 149,33%,55%,35 of 102,101 of 167,1 of 6,0 of 1,16%,0%,0,2,0,1,2:32,1:45,17 of 77,51 of 91,12 of 17,15 of 37,4 of 6,17 of 21,27 of 82,58 of 121,3 of 13,4 of 4,3 of 5,21 of 24,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"July 15, 2015","San Diego, California, USA",Lightweight Bout,Tony Ferguson,Orthodox,"Sep 21, 1978",2.59,47%,2.12,64%,1.92,39%,54%,1.3,177.8,155.0,180.34,Orthodox,"Feb 12, 1984",5.46,45%,3.94,59%,0.45,42%,70%,1.1,180.34,155.0,193.04
Scott Jorgensen,Manvel Gamburyan,0,1,36 of 74,42 of 95,48%,44%,56 of 94,65 of 128,1 of 2,5 of 13,50%,38%,0,2,1,0,1:31,4:48,24 of 62,26 of 72,7 of 7,8 of 11,5 of 5,8 of 12,26 of 59,31 of 74,8 of 12,6 of 9,2 of 3,5 of 12,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"July 15, 2015","San Diego, California, USA",Bantamweight Bout,Manvel Gamburyan,Orthodox,"Sep 17, 1982",3.37,40%,3.41,65%,2.61,45%,59%,0.7,165.1,135.0,167.64000000000001,Orthodox,"May 08, 1981",2.13,41%,2.83,55%,3.26,34%,69%,0.7,165.1,135.0,170.18
Holly Holm,Marion Reneau,0,0,65 of 178,26 of 75,36%,34%,70 of 184,32 of 82,1 of 1,0 of 0,100%,---,0,0,0,0,0:50,0:00,27 of 103,5 of 35,25 of 47,15 of 28,13 of 28,6 of 12,63 of 174,24 of 73,2 of 2,2 of 2,0 of 2,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,"July 15, 2015","San Diego, California, USA",Women's Bantamweight Bout,Holly Holm,Southpaw,"Oct 17, 1981",3.16,38%,2.8,57%,0.81,30%,76%,0.1,172.72,135.0,175.26,Orthodox,"Jun 20, 1977",3.29,41%,3.37,61%,0.66,63%,50%,0.8,167.64000000000001,135.0,172.72
Frank Mir,Todd Duffee,1,0,16 of 37,9 of 24,43%,37%,16 of 37,9 of 24,0 of 0,0 of 0,---,---,0,0,0,0,0:01,0:05,15 of 36,8 of 22,1 of 1,1 of 2,0 of 0,0 of 0,8 of 18,7 of 21,7 of 17,2 of 3,1 of 2,0 of 0,KO/TKO,1,1:13,5 Rnd (5-5-5-5-5),John McCarthy,"July 15, 2015","San Diego, California, USA",Heavyweight Bout,Frank Mir,Southpaw,"May 24, 1979",2.18,47%,3.84,38%,2.02,40%,54%,2.0,190.5,264.0,200.66,Orthodox,"Dec 06, 1985",5.93,37%,2.87,56%,0.72,25%,90%,0.0,190.5,260.0,198.12
Rani Yahya,Masanori Kanehara,0,0,24 of 68,24 of 44,35%,54%,26 of 70,136 of 157,4 of 11,0 of 0,36%,---,2,0,0,1,5:19,4:42,14 of 53,12 of 29,2 of 7,10 of 13,8 of 8,2 of 2,21 of 64,23 of 40,3 of 4,1 of 3,0 of 0,0 of 1,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,"July 15, 2015","San Diego, California, USA",Bantamweight Bout,Rani Yahya,Orthodox,"Sep 12, 1984",1.57,37%,1.7,50%,2.89,33%,24%,2.0,167.64000000000001,135.0,170.18,Orthodox,"Nov 19, 1982",1.88,49%,1.63,62%,1.44,50%,63%,0.9,170.18,135.0,170.18
Andrew Craig,Lyman Good,0,1,20 of 97,55 of 106,20%,51%,24 of 101,64 of 115,0 of 0,0 of 0,---,---,0,0,0,0,0:29,0:26,12 of 84,41 of 88,2 of 7,7 of 10,6 of 6,7 of 8,15 of 91,42 of 89,5 of 6,4 of 4,0 of 0,9 of 13,KO/TKO,2,3:37,3 Rnd (5-5-5),Jason Herzog,"July 15, 2015","San Diego, California, USA",Welterweight Bout,Lyman Good,Orthodox,"Jan 15, 1986",2.39,40%,3.01,50%,0.53,37%,72%,0.0,185.42000000000002,170.0,193.04,Orthodox,"May 26, 1985",5.34,48%,4.01,63%,0.27,100%,75%,0.0,182.88,170.0,187.96
Igor Araujo,Sean Strickland,0,1,39 of 82,71 of 169,47%,42%,48 of 92,87 of 188,0 of 3,3 of 3,0%,100%,0,2,0,0,0:18,5:29,11 of 37,61 of 156,14 of 27,6 of 8,14 of 18,4 of 5,34 of 70,32 of 100,5 of 12,17 of 30,0 of 0,22 of 39,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,"July 15, 2015","San Diego, California, USA",Welterweight Bout,Sean Strickland,Orthodox,"Dec 06, 1980",1.52,42%,2.86,49%,0.86,15%,22%,0.6,185.42000000000002,170.0,195.58,Orthodox,"Feb 27, 1991",5.09,38%,3.77,66%,1.26,60%,81%,0.4,185.42000000000002,185.0,193.04
Kevin Casey,Ildemar Alcantara,0,0,41 of 86,20 of 66,47%,30%,64 of 111,20 of 67,1 of 3,0 of 0,33%,---,0,0,1,0,3:58,0:20,26 of 60,11 of 55,5 of 14,9 of 11,10 of 12,0 of 0,25 of 67,17 of 63,1 of 1,2 of 2,15 of 18,1 of 1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"July 15, 2015","San Diego, California, USA",Middleweight Bout,Kevin Casey,Southpaw,"Jun 15, 1981",2.27,53%,3.76,46%,0.79,22%,27%,0.4,180.34,185.0,195.58,Orthodox,"Nov 18, 1982",1.93,38%,2.63,50%,2.0,68%,81%,0.9,187.96,185.0,198.12
Maximo Blanco,Mike de la Torre,1,0,4 of 7,1 of 5,57%,20%,4 of 7,1 of 5,0 of 0,0 of 0,---,---,0,0,0,0,0:01,0:00,3 of 6,0 of 3,1 of 1,1 of 2,0 of 0,0 of 0,4 of 7,1 of 5,0 of 0,0 of 0,0 of 0,0 of 0,KO/TKO,1,0:16,3 Rnd (5-5-5),Yves Lavigne,"July 12, 2015","Las Vegas, Nevada, USA",Featherweight Bout,Maximo Blanco,Orthodox,"Oct 16, 1983",4.11,44%,3.19,66%,1.85,36%,63%,0.3,172.72,145.0,180.34,Orthodox,"Sep 22, 1986",3.21,39%,4.75,51%,0.36,16%,83%,0.0,180.34,145.0,180.34
Jorge Masvidal,Cezar Ferreira,1,0,12 of 23,7 of 18,52%,38%,14 of 25,9 of 20,0 of 0,1 of 3,---,33%,0,0,0,0,0:02,1:31,8 of 17,5 of 10,3 of 4,2 of 6,1 of 2,0 of 2,5 of 15,6 of 16,3 of 4,1 of 2,4 of 4,0 of 0,KO/TKO,1,4:22,3 Rnd (5-5-5),John McCarthy,"July 12, 2015","Las Vegas, Nevada, USA",Welterweight Bout,Jorge Masvidal,Orthodox,"Nov 12, 1984",4.2,47%,3.0,65%,1.57,59%,77%,0.4,180.34,170.0,187.96,Southpaw,"Feb 15, 1985",1.9,42%,2.44,53%,2.69,53%,84%,0.5,185.42000000000002,185.0,198.12
Josh Samman,Caio Magalhaes,0,0,12 of 19,3 of 8,63%,37%,21 of 28,5 of 10,0 of 0,0 of 0,---,---,1,0,0,0,1:10,0:00,3 of 6,3 of 7,3 of 7,0 of 0,6 of 6,0 of 1,12 of 19,3 of 8,0 of 0,0 of 0,0 of 0,0 of 0,Submission,1,2:52,3 Rnd (5-5-5),John McCarthy,"July 12, 2015","Las Vegas, Nevada, USA",Middleweight Bout,Josh Samman,Orthodox,"Mar 14, 1988",2.08,52%,2.47,34%,1.09,33%,33%,0.4,190.5,185.0,200.66,Orthodox,"Dec 14, 1987",2.27,40%,2.78,56%,1.05,15%,58%,1.6,185.42000000000002,185.0,185.42000000000002
Angela Magana,Michelle Waterson,0,0,8 of 24,47 of 60,33%,78%,19 of 36,102 of 120,1 of 1,3 of 3,100%,100%,1,4,0,0,7:55,1:57,3 of 17,25 of 37,2 of 4,15 of 16,3 of 3,7 of 7,6 of 21,25 of 33,2 of 3,9 of 9,0 of 0,13 of 18,Submission,3,2:38,3 Rnd (5-5-5),Herb Dean,"July 12, 2015","Las Vegas, Nevada, USA",Women's Strawweight Bout,Michelle Waterson,Orthodox,"Aug 02, 1983",1.53,28%,4.92,42%,0.4,25%,28%,0.4,154.94,115.0,165.1,Orthodox,"Jan 06, 1986",3.58,49%,4.0,49%,1.52,34%,67%,0.9,160.02,115.0,157.48
